employee_id,store_id,first_name,last_name,email,role,dept_id,joining_date,salary
746,8,Bimala,Nadkarni,bimala.nadkarni@retailmart.com,Store Manager,5,2023-01-07,89775
747,159,Meera,Krish,meera.krish@retailmart.com,Store Associate,6,2022-09-28,19476
748,6,Nicholas,Sane,nicholas.sane@retailmart.com,Marketing Associate,7,2025-05-01,34028
749,59,Sanaya,Shukla,sanaya.shukla@retailmart.com,Store Associate,10,2024-07-08,18725
750,55,Arjun,Sagar,arjun.sagar@retailmart.com,Data Engineer,4,2022-04-13,130979
751,129,Rajeshri,Dhawan,rajeshri.dhawan@retailmart.com,Store Associate,6,2025-04-08,22345
752,31,Vihaan,Baria,vihaan.baria@retailmart.com,Cashier,6,2024-07-03,29120
753,165,Chakradev,Talwar,chakradev.talwar@retailmart.com,Finance Executive,7,2025-03-29,58014
754,106,Ria,Gola,ria.gola@retailmart.com,Cashier,6,2024-10-03,29561
755,28,Ucchal,Bahl,ucchal.bahl@retailmart.com,Data Analyst,3,2025-09-10,91171
756,10,Mitesh,Sahni,mitesh.sahni@retailmart.com,Data Engineer,4,2025-07-03,215827
757,114,Simon,D’Alia,simon.d’alia@retailmart.com,Customer Service Rep,7,2023-11-09,29732
758,155,Qasim,Chandran,qasim.chandran@retailmart.com,Assistant Manager,10,2022-12-17,63530
759,106,Max,Patla,max.patla@retailmart.com,Sales Executive,10,2022-09-01,49547
760,170,Yashawini,Borah,yashawini.borah@retailmart.com,Logistics Coordinator,4,2024-07-21,37628
761,13,Tarak,Ramaswamy,tarak.ramaswamy@retailmart.com,Maintenance Staff,6,2025-04-29,12459
762,51,Xiti,Narayanan,xiti.narayanan@retailmart.com,Logistics Coordinator,4,2023-05-18,64611
763,40,Abha,Agate,abha.agate@retailmart.com,Security Supervisor,6,2025-10-05,38877
764,122,Manya,Kashyap,manya.kashyap@retailmart.com,Inventory Clerk,1,2024-02-03,23832
765,132,Brinda,Thakkar,brinda.thakkar@retailmart.com,Security Supervisor,5,2022-10-14,37927
766,182,Udarsh,Chaudry,udarsh.chaudry@retailmart.com,Store Manager,9,2025-06-20,95029
767,156,Vansha,Sem,vansha.sem@retailmart.com,Visual Merchandiser,3,2023-02-13,36194
768,131,Aayush,Dutt,aayush.dutt@retailmart.com,HR Executive,8,2023-01-13,62730
769,140,Jagat,Sharaf,jagat.sharaf@retailmart.com,Inventory Clerk,5,2023-02-02,20877
770,100,Shivansh,Sehgal,shivansh.sehgal@retailmart.com,Store Manager,4,2025-10-13,109612
771,75,Ekavir,Contractor,ekavir.contractor@retailmart.com,Finance Executive,6,2023-08-10,66535
772,108,Kai,Gaba,kai.gaba@retailmart.com,Store Manager,1,2022-09-08,120234
773,72,Sai,Mammen,sai.mammen@retailmart.com,Store Manager,9,2025-10-12,80070
774,179,Falguni,Salvi,falguni.salvi@retailmart.com,Inventory Clerk,5,2023-10-29,24156
775,77,Harshil,Gaba,harshil.gaba@retailmart.com,Logistics Coordinator,7,2024-02-27,59175
776,36,Logan,Basak,logan.basak@retailmart.com,Regional Manager,8,2024-10-08,145027
777,158,Yagnesh,Chacko,yagnesh.chacko@retailmart.com,Sales Executive,10,2022-01-25,45790
778,121,Lakshit,Deshpande,lakshit.deshpande@retailmart.com,Inventory Clerk,6,2025-04-21,30009
779,132,Jatin,Dani,jatin.dani@retailmart.com,Customer Service Rep,6,2023-03-07,43895
780,164,Max,Jayaraman,max.jayaraman@retailmart.com,Assistant Manager,8,2023-04-22,55127
781,195,Vasana,Divan,vasana.divan@retailmart.com,Data Engineer,10,2022-07-20,132571
782,116,Jagdish,Oak,jagdish.oak@retailmart.com,Finance Executive,3,2025-05-19,67154
783,30,Shravya,Prabhakar,shravya.prabhakar@retailmart.com,Regional Manager,6,2024-04-05,126142
784,156,Yashasvi,Borde,yashasvi.borde@retailmart.com,Inventory Clerk,1,2021-08-06,30756
785,43,Hritik,Lad,hritik.lad@retailmart.com,Assistant Manager,3,2024-11-06,58386
786,170,Isha,Raman,isha.raman@retailmart.com,Store Manager,10,2025-07-14,137673
787,137,Qushi,Mander,qushi.mander@retailmart.com,Marketing Associate,9,2025-09-04,29387
788,139,Saanvi,Bhardwaj,saanvi.bhardwaj@retailmart.com,Sales Executive,9,2025-01-28,47692
789,34,Anamika,Ramakrishnan,anamika.ramakrishnan@retailmart.com,Security Supervisor,5,2025-01-28,28822
790,136,Gaurangi,Nagarajan,gaurangi.nagarajan@retailmart.com,Logistics Coordinator,1,2023-07-08,53232
791,56,Jai,Devan,jai.devan@retailmart.com,Store Manager,3,2023-11-15,132085
792,104,Widisha,Mand,widisha.mand@retailmart.com,Marketing Associate,7,2023-12-09,29820
793,196,David,Bhandari,david.bhandari@retailmart.com,Marketing Associate,2,2025-09-28,38041
794,17,Omisha,Luthra,omisha.luthra@retailmart.com,Cashier,1,2025-05-14,19670
795,94,Naksh,Deol,naksh.deol@retailmart.com,Inventory Clerk,4,2022-05-29,22805
796,54,Daniel,Keer,daniel.keer@retailmart.com,Cashier,10,2025-10-14,26703
797,199,Sai,Dhar,sai.dhar@retailmart.com,Inventory Clerk,5,2025-01-30,32500
798,16,Aashi,Goswami,aashi.goswami@retailmart.com,Inventory Clerk,9,2026-01-25,19597
799,176,Warhi,Kara,warhi.kara@retailmart.com,Finance Executive,8,2024-10-18,59231
800,129,Alka,Mishra,alka.mishra@retailmart.com,Customer Service Rep,6,2025-12-07,37344
801,46,Faras,Agrawal,faras.agrawal@retailmart.com,Store Manager,1,2022-10-16,105060
802,80,Harshil,Bhatti,harshil.bhatti@retailmart.com,Assistant Manager,5,2025-01-21,53258
803,194,Prisha,Mane,prisha.mane@retailmart.com,Assistant Manager,5,2024-02-17,88297
804,172,Om,Dubey,om.dubey@retailmart.com,Regional Manager,9,2025-11-22,215408
805,189,Pavani,Venkatesh,pavani.venkatesh@retailmart.com,Customer Service Rep,1,2022-09-15,41509
806,62,Reyansh,Das,reyansh.das@retailmart.com,Finance Executive,2,2026-01-28,61845
807,86,Yashica,Kamdar,yashica.kamdar@retailmart.com,HR Executive,9,2025-07-10,38360
808,121,Dhriti,Mitter,dhriti.mitter@retailmart.com,Security Supervisor,6,2025-09-08,29837
809,142,Janaki,Gour,janaki.gour@retailmart.com,Data Analyst,3,2024-05-14,122661
810,109,Saksham,Reddy,saksham.reddy@retailmart.com,Sales Executive,8,2025-07-30,47243
811,184,Yashvi,Prabhu,yashvi.prabhu@retailmart.com,Marketing Associate,1,2024-01-11,20594
812,78,Upkaar,Ram,upkaar.ram@retailmart.com,Maintenance Staff,1,2025-10-16,13584
813,12,Nikita,Shah,nikita.shah@retailmart.com,Customer Service Rep,1,2023-08-16,32518
814,114,Vedhika,Narasimhan,vedhika.narasimhan@retailmart.com,Cashier,3,2022-05-01,17947
815,151,Amaira,Pathak,amaira.pathak@retailmart.com,Marketing Associate,2,2025-01-18,49301
816,70,Nandini,Taneja,nandini.taneja@retailmart.com,Assistant Manager,4,2025-12-10,79713
817,167,Waida,Mukherjee,waida.mukherjee@retailmart.com,Finance Executive,6,2023-03-18,68927
818,43,Zayan,Sur,zayan.sur@retailmart.com,Marketing Associate,10,2023-07-14,29848
819,41,Dominic,Gala,dominic.gala@retailmart.com,Inventory Clerk,5,2024-05-04,23977
820,82,Hemal,Halder,hemal.halder@retailmart.com,Marketing Associate,9,2025-06-23,48138
821,148,Aashi,Bhargava,aashi.bhargava@retailmart.com,HR Executive,1,2024-10-18,62450
822,96,Reyansh,Nagar,reyansh.nagar@retailmart.com,Store Associate,8,2025-10-02,29404
823,98,Vincent,Swamy,vincent.swamy@retailmart.com,Marketing Associate,9,2024-06-05,41686
824,120,Shivansh,Yadav,shivansh.yadav@retailmart.com,Store Associate,5,2024-09-20,26842
825,44,Chasmum,Toor,chasmum.toor@retailmart.com,Maintenance Staff,3,2025-06-02,22496
826,151,Forum,Bains,forum.bains@retailmart.com,Data Analyst,8,2026-01-21,136698
827,125,Zashil,Madan,zashil.madan@retailmart.com,Finance Executive,4,2024-11-16,73422
828,80,Krisha,Sanghvi,krisha.sanghvi@retailmart.com,Data Analyst,3,2023-07-02,108247
829,116,Aradhana,Viswanathan,aradhana.viswanathan@retailmart.com,Store Manager,8,2024-09-03,92332
830,164,Tarak,Ranganathan,tarak.ranganathan@retailmart.com,Sales Executive,9,2025-04-06,42011
831,52,Dipta,Misra,dipta.misra@retailmart.com,Store Manager,9,2024-10-25,94521
832,186,Tarak,Devan,tarak.devan@retailmart.com,Maintenance Staff,2,2024-05-11,16265
833,32,Lipika,Iyengar,lipika.iyengar@retailmart.com,Data Analyst,10,2024-07-14,85179
834,55,Suhani,Bhargava,suhani.bhargava@retailmart.com,Cashier,7,2024-01-31,22899
835,107,Chandresh,Raghavan,chandresh.raghavan@retailmart.com,Marketing Associate,4,2024-12-06,33936
836,199,Edhitha,Garg,edhitha.garg@retailmart.com,Data Analyst,2,2023-11-15,66351
837,179,Dalaja,Keer,dalaja.keer@retailmart.com,Inventory Clerk,5,2024-02-09,27639
838,177,Jhalak,Sampath,jhalak.sampath@retailmart.com,Store Associate,9,2023-08-22,20471
839,77,Wriddhish,Hans,wriddhish.hans@retailmart.com,Assistant Manager,2,2023-06-30,73291
840,154,Pooja,Doctor,pooja.doctor@retailmart.com,Maintenance Staff,5,2024-06-26,14153
841,42,Chaman,Maharaj,chaman.maharaj@retailmart.com,Inventory Clerk,7,2024-06-17,34125
842,77,Mitesh,Pradhan,mitesh.pradhan@retailmart.com,Marketing Associate,2,2024-11-18,38438
843,96,Damini,Bail,damini.bail@retailmart.com,Data Engineer,3,2022-02-04,203943
844,4,Balendra,Ganesan,balendra.ganesan@retailmart.com,Logistics Coordinator,1,2025-08-28,65536
845,186,Anthony,Sandhu,anthony.sandhu@retailmart.com,Sales Executive,5,2025-08-07,44274
846,134,Dev,Shetty,dev.shetty@retailmart.com,Maintenance Staff,2,2025-11-05,13666
847,86,Vasatika,Bhatt,vasatika.bhatt@retailmart.com,Logistics Coordinator,4,2025-12-22,53599
848,131,Oscar,Ganesh,oscar.ganesh@retailmart.com,Maintenance Staff,6,2022-08-09,21011
849,114,Yashvi,Khurana,yashvi.khurana@retailmart.com,Cashier,3,2023-05-10,26983
850,191,Ishaan,Khatri,ishaan.khatri@retailmart.com,Logistics Coordinator,9,2025-05-18,62432
851,177,Ekiya,Mukherjee,ekiya.mukherjee@retailmart.com,Store Associate,10,2023-07-23,28347
852,105,Damyanti,Oak,damyanti.oak@retailmart.com,Logistics Coordinator,5,2023-04-10,67221
853,82,Udant,Kala,udant.kala@retailmart.com,Logistics Coordinator,3,2022-12-08,69782
854,149,Fariq,Manne,fariq.manne@retailmart.com,Customer Service Rep,5,2024-09-06,31865
855,148,Laban,Gopal,laban.gopal@retailmart.com,Data Analyst,1,2023-05-06,112388
856,41,Noah,Merchant,noah.merchant@retailmart.com,Visual Merchandiser,4,2024-07-08,51516
857,36,Hiral,Nagar,hiral.nagar@retailmart.com,Visual Merchandiser,7,2024-08-07,42593
858,97,Parth,Borah,parth.borah@retailmart.com,Security Supervisor,7,2025-10-30,29879
859,170,Mugdha,Dar,mugdha.dar@retailmart.com,HR Executive,8,2025-11-17,38413
860,77,Chatura,Shukla,chatura.shukla@retailmart.com,Data Engineer,9,2024-11-27,173931
861,139,Charan,Chada,charan.chada@retailmart.com,Cashier,10,2023-10-29,28463
862,89,Gautam,Dey,gautam.dey@retailmart.com,Security Supervisor,1,2025-06-07,22828
863,5,Indali,Apte,indali.apte@retailmart.com,Marketing Associate,5,2025-12-01,38422
864,62,Adweta,Pau,adweta.pau@retailmart.com,Security Supervisor,3,2025-03-09,25828
865,46,Varenya,Lal,varenya.lal@retailmart.com,Logistics Coordinator,1,2024-06-03,61934
866,66,Amol,Devan,amol.devan@retailmart.com,Sales Executive,8,2025-07-18,41299
867,25,Aarini,Yogi,aarini.yogi@retailmart.com,Sales Executive,8,2024-07-02,43583
868,158,Balvan,Mandal,balvan.mandal@retailmart.com,HR Executive,7,2022-12-19,49824
869,196,Nitara,Krishna,nitara.krishna@retailmart.com,Customer Service Rep,2,2024-09-16,24156
870,166,Yuvraj,Sarna,yuvraj.sarna@retailmart.com,Regional Manager,10,2026-02-08,162493
871,50,Anika,Viswanathan,anika.viswanathan@retailmart.com,Regional Manager,10,2025-09-04,206395
872,38,Tanveer,Vora,tanveer.vora@retailmart.com,Marketing Associate,3,2025-11-13,44234
873,157,Gabriel,Gera,gabriel.gera@retailmart.com,Maintenance Staff,7,2021-09-05,14462
874,3,Warda,Om,warda.om@retailmart.com,Marketing Associate,10,2024-09-28,39642
875,107,Devansh,Shankar,devansh.shankar@retailmart.com,Regional Manager,8,2025-08-06,137526
876,64,Girish,Ratta,girish.ratta@retailmart.com,Data Engineer,6,2026-01-21,149909
877,87,Baghyawati,Nigam,baghyawati.nigam@retailmart.com,Data Analyst,5,2024-12-14,108093
878,97,Nathaniel,Sachdev,nathaniel.sachdev@retailmart.com,Data Analyst,1,2025-01-11,119222
879,87,Kalpit,Nagarajan,kalpit.nagarajan@retailmart.com,Logistics Coordinator,10,2025-03-03,65067
880,197,Yagnesh,Pau,yagnesh.pau@retailmart.com,Cashier,10,2025-04-03,28204
881,1,Mitali,Bail,mitali.bail@retailmart.com,Customer Service Rep,10,2021-11-25,40647
882,198,Xiti,Madan,xiti.madan@retailmart.com,Inventory Clerk,10,2025-01-11,23004
883,122,Charles,Bali,charles.bali@retailmart.com,Inventory Clerk,9,2024-01-12,22425
884,77,Vyanjana,Mane,vyanjana.mane@retailmart.com,Customer Service Rep,9,2025-01-18,36988
885,79,Champak,Saxena,champak.saxena@retailmart.com,Security Supervisor,9,2025-09-19,34950
886,186,Ekiya,Pathak,ekiya.pathak@retailmart.com,HR Executive,9,2025-09-28,37104
887,129,Ucchal,Batta,ucchal.batta@retailmart.com,Regional Manager,7,2025-08-30,172163
888,66,Jacob,More,jacob.more@retailmart.com,Security Supervisor,1,2025-01-14,24012
889,105,Hema,Johal,hema.johal@retailmart.com,Assistant Manager,3,2023-11-27,74278
890,65,Priya,Gopal,priya.gopal@retailmart.com,Data Engineer,3,2025-05-20,173837
891,103,Nidra,Krishna,nidra.krishna@retailmart.com,Store Manager,1,2023-01-02,122499
892,47,Anmol,Bhattacharyya,anmol.bhattacharyya@retailmart.com,Visual Merchandiser,8,2023-05-13,50704
893,95,Upasna,Bala,upasna.bala@retailmart.com,Logistics Coordinator,10,2024-10-26,68295
894,14,Bhavya,Rai,bhavya.rai@retailmart.com,HR Executive,10,2024-05-29,54466
895,63,Benjamin,Sachar,benjamin.sachar@retailmart.com,Customer Service Rep,10,2025-02-11,28694
896,94,Brijesh,Wadhwa,brijesh.wadhwa@retailmart.com,Assistant Manager,8,2025-07-03,73051
897,10,Wyatt,Barman,wyatt.barman@retailmart.com,Store Manager,8,2022-06-09,128743
898,26,Anjali,Suresh,anjali.suresh@retailmart.com,Data Analyst,1,2022-11-27,115857
899,16,Chakradhar,Issac,chakradhar.issac@retailmart.com,Logistics Coordinator,1,2025-12-06,53002
900,191,Zayan,Mallick,zayan.mallick@retailmart.com,Sales Executive,4,2025-02-01,34971
901,197,Harshil,Vyas,harshil.vyas@retailmart.com,Regional Manager,8,2025-06-22,245058
902,102,Ansh,Kumer,ansh.kumer@retailmart.com,Inventory Clerk,6,2025-01-25,29292
903,179,Kavya,Ramachandran,kavya.ramachandran@retailmart.com,Sales Executive,7,2022-06-07,31441
904,45,Chameli,Dhillon,chameli.dhillon@retailmart.com,Finance Executive,9,2023-02-13,71938
905,141,Deepa,Narang,deepa.narang@retailmart.com,Data Engineer,9,2024-08-12,202404
906,89,Fariq,Bala,fariq.bala@retailmart.com,Store Associate,6,2025-05-19,19674
907,24,Kamya,Sharma,kamya.sharma@retailmart.com,Assistant Manager,9,2026-01-20,53051
908,155,Saanvi,Rana,saanvi.rana@retailmart.com,HR Executive,8,2022-11-26,74198
909,100,Ekalinga,Chander,ekalinga.chander@retailmart.com,Visual Merchandiser,4,2024-11-20,34054
910,176,Xiti,Sheth,xiti.sheth@retailmart.com,Cashier,3,2025-02-06,27145
911,177,Qushi,Handa,qushi.handa@retailmart.com,Regional Manager,7,2023-05-04,164391
912,47,Vanya,Naidu,vanya.naidu@retailmart.com,Data Engineer,6,2026-01-09,170974
913,8,Tanish,Buch,tanish.buch@retailmart.com,Logistics Coordinator,8,2024-12-10,58596
914,39,Abdul,Kala,abdul.kala@retailmart.com,Cashier,10,2021-03-30,22210
915,165,Gayathri,Wali,gayathri.wali@retailmart.com,Sales Executive,2,2026-01-15,25435
916,7,Banjeet,Nayar,banjeet.nayar@retailmart.com,Maintenance Staff,10,2026-01-08,16468
917,10,Omaja,Tiwari,omaja.tiwari@retailmart.com,Security Supervisor,10,2023-03-29,26822
918,189,Oni,Om,oni.om@retailmart.com,Data Analyst,3,2024-11-17,62746
919,193,Anamika,Dar,anamika.dar@retailmart.com,Finance Executive,1,2025-07-26,53545
920,169,Hredhaan,Warrior,hredhaan.warrior@retailmart.com,Store Manager,2,2023-09-17,116095
921,167,Reva,Gade,reva.gade@retailmart.com,Assistant Manager,4,2025-10-11,67246
922,95,Upma,Comar,upma.comar@retailmart.com,Security Supervisor,2,2025-08-16,28141
923,104,Libni,Sawhney,libni.sawhney@retailmart.com,Maintenance Staff,7,2024-09-29,21700
924,99,Anjali,Roy,anjali.roy@retailmart.com,Data Analyst,4,2024-11-10,100341
925,125,Maanav,Bhattacharyya,maanav.bhattacharyya@retailmart.com,Marketing Associate,4,2025-08-02,22159
926,125,Upadhriti,Verma,upadhriti.verma@retailmart.com,Regional Manager,3,2025-07-22,147885
927,51,Chakradhar,Lall,chakradhar.lall@retailmart.com,HR Executive,5,2024-06-28,68798
928,30,Logan,Saran,logan.saran@retailmart.com,Store Associate,1,2026-01-26,28396
929,9,Qarin,Nadkarni,qarin.nadkarni@retailmart.com,Cashier,5,2024-07-18,25012
930,184,Geetika,Rau,geetika.rau@retailmart.com,Cashier,1,2025-10-02,16398
931,26,Varenya,Palan,varenya.palan@retailmart.com,Logistics Coordinator,4,2023-02-08,67441
932,152,Frederick,Mallick,frederick.mallick@retailmart.com,Assistant Manager,7,2025-03-15,86674
933,20,Anirudh,Sule,anirudh.sule@retailmart.com,Store Associate,5,2025-03-11,25873
934,119,Upkaar,Rastogi,upkaar.rastogi@retailmart.com,Store Manager,9,2025-01-25,117292
935,158,Imaran,Mammen,imaran.mammen@retailmart.com,HR Executive,3,2025-10-15,47393
936,170,Warda,Sahni,warda.sahni@retailmart.com,Store Manager,10,2024-09-02,146931
937,8,Ayushman,Iyengar,ayushman.iyengar@retailmart.com,Data Engineer,5,2023-08-27,192937
938,9,Chakrika,Bhattacharyya,chakrika.bhattacharyya@retailmart.com,Visual Merchandiser,10,2024-03-16,43876
939,22,Samuel,Mittal,samuel.mittal@retailmart.com,Customer Service Rep,1,2024-06-18,30365
940,115,Bimala,Dube,bimala.dube@retailmart.com,Sales Executive,6,2024-01-14,31126
941,114,Samuel,Contractor,samuel.contractor@retailmart.com,Marketing Associate,10,2025-11-11,39026
942,4,Lucky,Kar,lucky.kar@retailmart.com,Regional Manager,8,2026-01-22,127114
943,95,Dominic,Purohit,dominic.purohit@retailmart.com,Data Engineer,5,2025-01-05,126036
944,91,Omkaar,Pall,omkaar.pall@retailmart.com,HR Executive,8,2024-06-12,54331
945,16,Ekapad,Banerjee,ekapad.banerjee@retailmart.com,Data Analyst,7,2022-11-22,105792
946,154,Nimrat,Badal,nimrat.badal@retailmart.com,Data Analyst,8,2022-05-07,108343
947,63,Raghav,Magar,raghav.magar@retailmart.com,Maintenance Staff,3,2025-01-08,17469
948,145,Onveer,Kohli,onveer.kohli@retailmart.com,Store Associate,8,2025-11-06,18899
949,73,Ekalinga,Bhattacharyya,ekalinga.bhattacharyya@retailmart.com,Security Supervisor,6,2024-07-30,36134
950,34,Pooja,Goyal,pooja.goyal@retailmart.com,Maintenance Staff,7,2024-05-05,24460
951,183,Zaid,Keer,zaid.keer@retailmart.com,Cashier,5,2024-11-14,16468
952,71,Aahana,Balasubramanian,aahana.balasubramanian@retailmart.com,Inventory Clerk,10,2024-05-13,29373
953,178,Dalbir,Manda,dalbir.manda@retailmart.com,Finance Executive,5,2025-09-01,67361
954,1,Radhika,Mane,radhika.mane@retailmart.com,Cashier,9,2024-03-26,18714
955,111,Udant,Shanker,udant.shanker@retailmart.com,Maintenance Staff,9,2026-01-28,16060
956,59,Xiti,Trivedi,xiti.trivedi@retailmart.com,Data Engineer,7,2025-02-20,133625
957,173,Eshana,Soman,eshana.soman@retailmart.com,Maintenance Staff,5,2024-08-24,21614
958,74,Adweta,Ranganathan,adweta.ranganathan@retailmart.com,Security Supervisor,7,2025-09-15,36655
959,131,Anusha,Narang,anusha.narang@retailmart.com,Assistant Manager,2,2022-08-08,79175
960,57,Jagdish,D’Alia,jagdish.d’alia@retailmart.com,Inventory Clerk,2,2023-03-21,33841
961,93,Laksh,Lata,laksh.lata@retailmart.com,Sales Executive,6,2025-05-08,28749
962,149,Bishakha,Ratta,bishakha.ratta@retailmart.com,Cashier,3,2026-01-24,28814
963,41,Zayyan,Chana,zayyan.chana@retailmart.com,Store Manager,3,2024-08-30,145057
964,89,Yahvi,Bali,yahvi.bali@retailmart.com,Cashier,6,2025-07-05,16883
965,195,Shivansh,Shah,shivansh.shah@retailmart.com,Finance Executive,7,2024-02-16,48749
966,78,Aishani,Rajagopalan,aishani.rajagopalan@retailmart.com,Security Supervisor,5,2025-11-13,39677
967,163,Jeet,Krish,jeet.krish@retailmart.com,Store Manager,8,2025-02-17,81330
968,132,Rudra,Magar,rudra.magar@retailmart.com,Data Analyst,4,2022-07-10,116090
969,66,Sudiksha,Chowdhury,sudiksha.chowdhury@retailmart.com,Customer Service Rep,7,2024-02-24,36162
970,25,Vaishnavi,Bir,vaishnavi.bir@retailmart.com,Inventory Clerk,10,2025-06-16,25347
971,76,Ekta,Johal,ekta.johal@retailmart.com,Inventory Clerk,3,2025-01-03,29059
972,26,Sudiksha,Behl,sudiksha.behl@retailmart.com,Data Engineer,4,2025-11-07,165746
973,152,Oeshi,Andra,oeshi.andra@retailmart.com,Data Engineer,5,2025-05-08,142845
974,124,Tejas,Cherian,tejas.cherian@retailmart.com,HR Executive,6,2024-03-15,55618
975,52,Lohit,Ratti,lohit.ratti@retailmart.com,Cashier,2,2025-10-10,20446
976,10,Kamala,Korpal,kamala.korpal@retailmart.com,Store Associate,4,2022-12-21,22893
977,190,Chaitaly,Lall,chaitaly.lall@retailmart.com,Marketing Associate,3,2023-04-02,49801
978,182,Panini,Pal,panini.pal@retailmart.com,Inventory Clerk,1,2025-01-18,31415
979,68,Atharv,Parikh,atharv.parikh@retailmart.com,Inventory Clerk,7,2025-07-14,27718
980,122,Janani,Wadhwa,janani.wadhwa@retailmart.com,Regional Manager,10,2023-07-08,163000
981,70,Idika,Maharaj,idika.maharaj@retailmart.com,Store Associate,5,2024-09-03,16547
982,90,Krisha,Pillai,krisha.pillai@retailmart.com,Finance Executive,10,2025-10-10,62937
983,117,Damini,Dave,damini.dave@retailmart.com,Maintenance Staff,5,2024-08-02,18561
984,195,Kai,Som,kai.som@retailmart.com,Sales Executive,3,2024-09-12,39715
985,139,Saksham,Bajaj,saksham.bajaj@retailmart.com,Security Supervisor,7,2024-04-19,28586
986,137,Faras,Narain,faras.narain@retailmart.com,HR Executive,8,2026-02-10,51430
987,137,Krish,Chaudhary,krish.chaudhary@retailmart.com,HR Executive,7,2024-07-20,66122
988,190,Forum,Chandra,forum.chandra@retailmart.com,Customer Service Rep,5,2023-08-26,44777
989,197,Jai,Divan,jai.divan@retailmart.com,Security Supervisor,7,2024-12-16,32409
990,129,Nilima,Warrior,nilima.warrior@retailmart.com,Finance Executive,7,2025-12-19,76435
991,8,Aarna,Sanghvi,aarna.sanghvi@retailmart.com,HR Executive,1,2023-03-02,71347
992,73,Advika,Ramanathan,advika.ramanathan@retailmart.com,Logistics Coordinator,5,2025-01-06,38762
993,35,Chasmum,Ravi,chasmum.ravi@retailmart.com,Security Supervisor,4,2024-05-02,28725
994,128,Patrick,Raja,patrick.raja@retailmart.com,Data Analyst,7,2023-05-15,101147
995,1,Chasmum,Pal,chasmum.pal@retailmart.com,Regional Manager,1,2024-11-22,175559
996,152,Vidhi,Suri,vidhi.suri@retailmart.com,Store Associate,8,2025-09-19,18113
997,88,Nisha,Chaudry,nisha.chaudry@retailmart.com,Sales Executive,6,2024-12-03,33656
998,31,Chandani,Lalla,chandani.lalla@retailmart.com,Logistics Coordinator,2,2023-08-18,49841
999,58,Bhavini,Goswami,bhavini.goswami@retailmart.com,Finance Executive,6,2024-10-13,71485
1000,116,Upkaar,Choudhary,upkaar.choudhary@retailmart.com,Store Associate,5,2024-05-25,16537
1001,138,Hemal,Krish,hemal.krish@retailmart.com,Store Associate,2,2021-12-06,23719
1002,14,Zarna,Zachariah,zarna.zachariah@retailmart.com,Logistics Coordinator,7,2023-05-12,43051
1003,179,Krish,Thakur,krish.thakur@retailmart.com,Marketing Associate,9,2022-08-23,34141
1004,32,Yutika,Kumar,yutika.kumar@retailmart.com,Maintenance Staff,2,2026-02-10,22747
1005,134,Unnati,Mann,unnati.mann@retailmart.com,Regional Manager,1,2025-10-09,131655
1006,18,Widisha,Varma,widisha.varma@retailmart.com,Store Associate,8,2023-07-09,17322
1007,181,Aachal,Ramakrishnan,aachal.ramakrishnan@retailmart.com,Sales Executive,3,2022-11-23,44968
1008,40,Samuel,Jaggi,samuel.jaggi@retailmart.com,Logistics Coordinator,4,2025-10-26,32335
1009,135,Wahab,Nanda,wahab.nanda@retailmart.com,Data Engineer,5,2021-12-25,218868
1010,21,Zaitra,Chowdhury,zaitra.chowdhury@retailmart.com,Store Manager,1,2024-08-25,142621
1011,31,Tanveer,Bhatt,tanveer.bhatt@retailmart.com,Data Analyst,7,2023-03-28,68832
1012,184,Fariq,Ghosh,fariq.ghosh@retailmart.com,Marketing Associate,3,2023-02-06,20896
1013,143,Neha,Vala,neha.vala@retailmart.com,Marketing Associate,5,2025-05-12,25095
1014,78,Gopal,Deo,gopal.deo@retailmart.com,Finance Executive,10,2024-12-27,68180
1015,155,Advaith,Choudhury,advaith.choudhury@retailmart.com,Store Manager,5,2025-11-11,108718
1016,163,Kashvi,Mutti,kashvi.mutti@retailmart.com,Finance Executive,9,2025-09-13,54650
1017,111,Ria,Walia,ria.walia@retailmart.com,Store Manager,9,2024-09-28,92394
1018,126,Chandran,Gandhi,chandran.gandhi@retailmart.com,HR Executive,10,2024-04-02,74803
1019,55,Wridesh,Kar,wridesh.kar@retailmart.com,Regional Manager,7,2023-12-01,139392
1020,181,Arya,Chakrabarti,arya.chakrabarti@retailmart.com,Customer Service Rep,10,2023-06-24,34640
1021,55,Falak,Dass,falak.dass@retailmart.com,Visual Merchandiser,2,2025-10-16,36178
1022,82,Jagdish,Ganesan,jagdish.ganesan@retailmart.com,Finance Executive,5,2023-02-12,69224
1023,135,Mugdha,Malhotra,mugdha.malhotra@retailmart.com,Cashier,5,2023-05-13,18021
1024,55,Hiral,Palan,hiral.palan@retailmart.com,Customer Service Rep,10,2025-12-24,33162
1025,37,Maya,Dhawan,maya.dhawan@retailmart.com,Data Analyst,8,2023-09-24,122371
1026,47,Balvan,Peri,balvan.peri@retailmart.com,Visual Merchandiser,8,2023-01-17,51009
1027,34,Ansh,Palla,ansh.palla@retailmart.com,Security Supervisor,10,2024-08-30,39172
1028,116,Pratyush,Contractor,pratyush.contractor@retailmart.com,Visual Merchandiser,5,2025-01-22,54538
1029,107,Balendra,Savant,balendra.savant@retailmart.com,Finance Executive,6,2025-07-14,63643
1030,170,Kritika,Kaul,kritika.kaul@retailmart.com,Sales Executive,6,2025-09-18,34747
